Category	ID	Term	Genes	adj_pval
BP	GO:0009873	ethylene-activated signaling pathway	Tfasc_v1.02968-RA, Tfasc_v1.03415-RA, Tfasc_v1.03490-RA, Tfasc_v1.26823-RA	0.04546
BP	GO:0042538	hyperosmotic salinity response	Tfasc_v1.04427-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA	0.04573
BP	GO:0006004	fucose metabolic process	Tfasc_v1.06167-RA, Tfasc_v1.08438-RA, Tfasc_v1.21120-RA, Tfasc_v1.26086-RA, Tfasc_v1.27088-RA, Tfasc_v1.29602-RA	0.04631
MF	GO:0003700	DNA-binding transcription factor activity	Tfasc_v1.00319-RA, Tfasc_v1.01143-RA, Tfasc_v1.01696-RA, Tfasc_v1.02072-RA, Tfasc_v1.02075-RA, Tfasc_v1.02437-RA, Tfasc_v1.02439-RA, Tfasc_v1.03490-RA, Tfasc_v1.03880-RA, Tfasc_v1.04959-RA, Tfasc_v1.05097-RA, Tfasc_v1.05145-RA, Tfasc_v1.05653-RA, Tfasc_v1.05656-RA, Tfasc_v1.06656-RA, Tfasc_v1.06665-RA, Tfasc_v1.08084-RA, Tfasc_v1.08150-RA, Tfasc_v1.08638-RA, Tfasc_v1.08675-RA, Tfasc_v1.08686-RA, Tfasc_v1.09373-RA, Tfasc_v1.09505-RA, Tfasc_v1.09525-RA, Tfasc_v1.09604-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.10801-RA, Tfasc_v1.10887-RA, Tfasc_v1.10916-RA, Tfasc_v1.11745-RA, Tfasc_v1.12074-RA, Tfasc_v1.12384-RA, Tfasc_v1.13153-RA, Tfasc_v1.14172-RA, Tfasc_v1.14452-RA, Tfasc_v1.16050-RA, Tfasc_v1.16790-RA, Tfasc_v1.17549-RA, Tfasc_v1.19918-RA, Tfasc_v1.20141-RA, Tfasc_v1.20175-RA, Tfasc_v1.20435-RA, Tfasc_v1.20438-RA, Tfasc_v1.20660-RA, Tfasc_v1.21098-RA, Tfasc_v1.21767-RA, Tfasc_v1.22185-RA, Tfasc_v1.22892-RA, Tfasc_v1.23092-RA, Tfasc_v1.24082-RA, Tfasc_v1.24176-RA, Tfasc_v1.24182-RA, Tfasc_v1.24218-RA, Tfasc_v1.24219-RA, Tfasc_v1.25013-RA, Tfasc_v1.25269-RA, Tfasc_v1.25311-RA, Tfasc_v1.26645-RA, Tfasc_v1.26791-RA, Tfasc_v1.26823-RA, Tfasc_v1.27740-RA, Tfasc_v1.27912-RB, Tfasc_v1.28016-RA, Tfasc_v1.28196-RB, Tfasc_v1.28478-RA, Tfasc_v1.28537-RA, Tfasc_v1.28936-RA, Tfasc_v1.29595-RA, Tfasc_v1.30572-RA, Tfasc_v1.32018-RA, Tfasc_v1.32247-RA, Tfasc_v1.33700-RA	2.8e-11
MF	GO:0016168	chlorophyll binding	Tfasc_v1.04301-RA, Tfasc_v1.05868-RA, Tfasc_v1.05971-RA, Tfasc_v1.08676-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.15053-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.25753-RA	4.1e-09
MF	GO:0043565	sequence-specific DNA binding	Tfasc_v1.00319-RA, Tfasc_v1.00432-RA, Tfasc_v1.01143-RA, Tfasc_v1.01554-RA, Tfasc_v1.02392-RA, Tfasc_v1.02437-RA, Tfasc_v1.02439-RA, Tfasc_v1.05097-RA, Tfasc_v1.05145-RA, Tfasc_v1.05653-RA, Tfasc_v1.05654-RA, Tfasc_v1.06022-RA, Tfasc_v1.06665-RA, Tfasc_v1.08150-RA, Tfasc_v1.09340-RA, Tfasc_v1.09373-RA, Tfasc_v1.09525-RA, Tfasc_v1.09604-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.10696-RA, Tfasc_v1.10801-RA, Tfasc_v1.11745-RA, Tfasc_v1.12074-RA, Tfasc_v1.12384-RA, Tfasc_v1.13153-RA, Tfasc_v1.14071-RA, Tfasc_v1.14172-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.16790-RA, Tfasc_v1.18645-RA, Tfasc_v1.20141-RA, Tfasc_v1.20660-RA, Tfasc_v1.21767-RA, Tfasc_v1.22185-RA, Tfasc_v1.22892-RA, Tfasc_v1.24082-RA, Tfasc_v1.24176-RA, Tfasc_v1.24182-RA, Tfasc_v1.24401-RA, Tfasc_v1.25013-RA, Tfasc_v1.25269-RA, Tfasc_v1.25311-RA, Tfasc_v1.26645-RA, Tfasc_v1.26791-RA, Tfasc_v1.28196-RB, Tfasc_v1.29595-RA, Tfasc_v1.32018-RA	4.5e-05
MF	GO:0047274	galactinol-sucrose galactosyltransferase activity	Tfasc_v1.08046-RA, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.17140-RA	0.00021
MF	GO:0005506	iron ion binding	Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.05570-RA, Tfasc_v1.05655-RA, Tfasc_v1.05912-RA, Tfasc_v1.06238-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07573-RA, Tfasc_v1.07798-RA, Tfasc_v1.07806-RA, Tfasc_v1.07807-RA, Tfasc_v1.07808-RA, Tfasc_v1.09104-RA, Tfasc_v1.09106-RA, Tfasc_v1.09513-RA, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.11846-RA, Tfasc_v1.12070-RA, Tfasc_v1.14246-RA, Tfasc_v1.16132-RA, Tfasc_v1.16471-RA, Tfasc_v1.16472-RA, Tfasc_v1.19374-RA, Tfasc_v1.19375-RA, Tfasc_v1.19379-RA, Tfasc_v1.21912-RA, Tfasc_v1.22355-RA, Tfasc_v1.22694-RA, Tfasc_v1.28072-RA, Tfasc_v1.29705-RA, Tfasc_v1.29754-RA	0.00029
MF	GO:0005509	calcium ion binding	Tfasc_v1.00232-RA, Tfasc_v1.00384-RA, Tfasc_v1.01378-RA, Tfasc_v1.01379-RA, Tfasc_v1.01405-RA, Tfasc_v1.01829-RA, Tfasc_v1.02265-RA, Tfasc_v1.02266-RA, Tfasc_v1.02938-RA, Tfasc_v1.03334-RA, Tfasc_v1.05072-RA, Tfasc_v1.05969-RA, Tfasc_v1.09247-RA, Tfasc_v1.10944-RA, Tfasc_v1.12347-RA, Tfasc_v1.14188-RA, Tfasc_v1.18642-RA, Tfasc_v1.20468-RA, Tfasc_v1.21288-RA, Tfasc_v1.22999-RA, Tfasc_v1.24196-RA, Tfasc_v1.24958-RA, Tfasc_v1.25853-RA, Tfasc_v1.27431-RA, Tfasc_v1.27669-RA, Tfasc_v1.27956-RA, Tfasc_v1.28729-RA, Tfasc_v1.29439-RA, Tfasc_v1.30088-RA, Tfasc_v1.30270-RA, Tfasc_v1.30857-RA	0.00047
MF	GO:0003935	GTP cyclohydrolase II activity	Tfasc_v1.18705-RA, Tfasc_v1.18707-RA, Tfasc_v1.29628-RA	0.00051
MF	GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	Tfasc_v1.18705-RA, Tfasc_v1.18707-RA, Tfasc_v1.29628-RA	0.00051
MF	GO:0035673	oligopeptide transmembrane transporter activity	Tfasc_v1.00748-RA, Tfasc_v1.02223-RA, Tfasc_v1.04825-RA, Tfasc_v1.18254-RA, Tfasc_v1.18256-RA, Tfasc_v1.18508-RA, Tfasc_v1.18509-RA, Tfasc_v1.24151-RA, Tfasc_v1.24158-RA	0.00053
MF	GO:0015333	peptide:proton symporter activity	Tfasc_v1.00748-RA, Tfasc_v1.04825-RA, Tfasc_v1.18254-RA, Tfasc_v1.18256-RA, Tfasc_v1.18508-RA, Tfasc_v1.18509-RA, Tfasc_v1.24151-RA, Tfasc_v1.24158-RA	0.00152
MF	GO:0061634	alpha-D-xyloside xylohydrolase	Tfasc_v1.13705-RA, Tfasc_v1.15214-RA	0.00259
MF	GO:0047172	shikimate O-hydroxycinnamoyltransferase activity	Tfasc_v1.05069-RA, Tfasc_v1.07983-RA	0.00259
MF	GO:0004059	aralkylamine N-acetyltransferase activity	Tfasc_v1.26057-RA, Tfasc_v1.26059-RA	0.00259
MF	GO:0004512	inositol-3-phosphate synthase activity	Tfasc_v1.20319-RA, Tfasc_v1.23052-RA	0.00259
MF	GO:0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	Tfasc_v1.26057-RA, Tfasc_v1.26059-RA	0.00259
MF	GO:0005515	protein binding	Tfasc_v1.00027-RA, Tfasc_v1.00114-RA, Tfasc_v1.00254-RA, Tfasc_v1.00276-RA, Tfasc_v1.01261-RA, Tfasc_v1.01599-RA, Tfasc_v1.01829-RA, Tfasc_v1.01888-RA, Tfasc_v1.01903-RA, Tfasc_v1.02028-RA, Tfasc_v1.02098-RA, Tfasc_v1.02461-RA, Tfasc_v1.02463-RA, Tfasc_v1.02464-RA, Tfasc_v1.02466-RA, Tfasc_v1.02471-RA, Tfasc_v1.02476-RA, Tfasc_v1.02479-RA, Tfasc_v1.02483-RA, Tfasc_v1.02485-RA, Tfasc_v1.02492-RA, Tfasc_v1.02493-RA, Tfasc_v1.02497-RA, Tfasc_v1.02716-RA, Tfasc_v1.02717-RA, Tfasc_v1.02956-RA, Tfasc_v1.02958-RA, Tfasc_v1.02968-RA, Tfasc_v1.03099-RA, Tfasc_v1.03103-RA, Tfasc_v1.03304-RA, Tfasc_v1.03415-RA, Tfasc_v1.03520-RA, Tfasc_v1.03636-RA, Tfasc_v1.04243-RA, Tfasc_v1.04341-RA, Tfasc_v1.04398-RB, Tfasc_v1.04426-RA, Tfasc_v1.04427-RA, Tfasc_v1.04501-RA, Tfasc_v1.04578-RA, Tfasc_v1.04593-RA, Tfasc_v1.04594-RA, Tfasc_v1.04677-RA, Tfasc_v1.04719-RA, Tfasc_v1.04761-RA, Tfasc_v1.04848-RA, Tfasc_v1.04931-RA, Tfasc_v1.04954-RA, Tfasc_v1.04960-RA, Tfasc_v1.04982-RA, Tfasc_v1.05402-RC, Tfasc_v1.05634-RA, Tfasc_v1.05925-RA, Tfasc_v1.05941-RA, Tfasc_v1.05982-RA, Tfasc_v1.06204-RA, Tfasc_v1.06216-RA, Tfasc_v1.06339-RA, Tfasc_v1.06356-RA, Tfasc_v1.06392-RA, Tfasc_v1.06676-RA, Tfasc_v1.06987-RA, Tfasc_v1.06992-RA, Tfasc_v1.06994-RA, Tfasc_v1.06997-RA, Tfasc_v1.07313-RA, Tfasc_v1.07559-RA, Tfasc_v1.07563-RA, Tfasc_v1.07567-RA, Tfasc_v1.07574-RA, Tfasc_v1.07600-RA, Tfasc_v1.07733-RA, Tfasc_v1.07972-RA, Tfasc_v1.07973-RA, Tfasc_v1.07975-RA, Tfasc_v1.08107-RA, Tfasc_v1.08463-RA, Tfasc_v1.08676-RA, Tfasc_v1.08861-RA, Tfasc_v1.08900-RA, Tfasc_v1.08950-RA, Tfasc_v1.08996-RA, Tfasc_v1.09101-RA, Tfasc_v1.09192-RA, Tfasc_v1.09313-RA, Tfasc_v1.09359-RA, Tfasc_v1.09405-RA, Tfasc_v1.09527-RA, Tfasc_v1.09628-RA, Tfasc_v1.09639-RA, Tfasc_v1.09666-RA, Tfasc_v1.09758-RA, Tfasc_v1.10775-RA, Tfasc_v1.10886-RA, Tfasc_v1.10956-RA, Tfasc_v1.11882-RA, Tfasc_v1.11916-RA, Tfasc_v1.12146-RA, Tfasc_v1.12421-RA, Tfasc_v1.12596-RA, Tfasc_v1.12979-RA, Tfasc_v1.13019-RA, Tfasc_v1.13020-RA, Tfasc_v1.13124-RA, Tfasc_v1.13167-RA, Tfasc_v1.13185-RA, Tfasc_v1.13190-RA, Tfasc_v1.13975-RA, Tfasc_v1.14062-RA, Tfasc_v1.14097-RA, Tfasc_v1.14225-RA, Tfasc_v1.14282-RA, Tfasc_v1.14467-RA, Tfasc_v1.14912-RA, Tfasc_v1.14966-RA, Tfasc_v1.15046-RA, Tfasc_v1.15136-RA, Tfasc_v1.15208-RA, Tfasc_v1.15227-RA, Tfasc_v1.15350-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.15744-RA, Tfasc_v1.15745-RA, Tfasc_v1.16168-RA, Tfasc_v1.16189-RA, Tfasc_v1.16205-RA, Tfasc_v1.16306-RA, Tfasc_v1.16417-RA, Tfasc_v1.16423-RA, Tfasc_v1.16426-RA, Tfasc_v1.16471-RA, Tfasc_v1.16790-RA, Tfasc_v1.17142-RA, Tfasc_v1.17195-RA, Tfasc_v1.17350-RA, Tfasc_v1.17356-RA, Tfasc_v1.17359-RA, Tfasc_v1.17422-RA, Tfasc_v1.17457-RA, Tfasc_v1.17461-RA, Tfasc_v1.17537-RA, Tfasc_v1.17540-RA, Tfasc_v1.17540-RB, Tfasc_v1.18221-RA, Tfasc_v1.18295-RA, Tfasc_v1.18346-RA, Tfasc_v1.18356-RA, Tfasc_v1.18359-RA, Tfasc_v1.18408-RA, Tfasc_v1.18627-RA, Tfasc_v1.18792-RA, Tfasc_v1.18820-RA, Tfasc_v1.18855-RA, Tfasc_v1.19017-RA, Tfasc_v1.19887-RA, Tfasc_v1.20256-RA, Tfasc_v1.20275-RA, Tfasc_v1.20304-RA, Tfasc_v1.20509-RA, Tfasc_v1.21208-RA, Tfasc_v1.21429-RA, Tfasc_v1.21613-RA, Tfasc_v1.21628-RA, Tfasc_v1.21670-RA, Tfasc_v1.21675-RA, Tfasc_v1.21696-RA, Tfasc_v1.22198-RA, Tfasc_v1.22437-RA, Tfasc_v1.22440-RA, Tfasc_v1.22482-RA, Tfasc_v1.22526-RA, Tfasc_v1.22568-RA, Tfasc_v1.22583-RA, Tfasc_v1.22759-RA, Tfasc_v1.22892-RA, Tfasc_v1.23027-RA, Tfasc_v1.23046-RA, Tfasc_v1.23080-RA, Tfasc_v1.23265-RA, Tfasc_v1.23382-RA, Tfasc_v1.23419-RA, Tfasc_v1.23481-RA, Tfasc_v1.23482-RA, Tfasc_v1.23739-RA, Tfasc_v1.23982-RA, Tfasc_v1.24036-RA, Tfasc_v1.24221-RA, Tfasc_v1.24489-RA, Tfasc_v1.24491-RA, Tfasc_v1.25137-RA, Tfasc_v1.25269-RA, Tfasc_v1.25298-RA, Tfasc_v1.25627-RA, Tfasc_v1.25810-RA, Tfasc_v1.25933-RA, Tfasc_v1.25998-RA, Tfasc_v1.26024-RA, Tfasc_v1.26062-RA, Tfasc_v1.26564-RA, Tfasc_v1.26919-RA, Tfasc_v1.27086-RA, Tfasc_v1.27551-RA, Tfasc_v1.27796-RA, Tfasc_v1.27881-RA, Tfasc_v1.27981-RA, Tfasc_v1.28043-RA, Tfasc_v1.28093-RA, Tfasc_v1.28097-RA, Tfasc_v1.28163-RA, Tfasc_v1.28167-RA, Tfasc_v1.28174-RA, Tfasc_v1.28194-RA, Tfasc_v1.28196-RB, Tfasc_v1.28263-RA, Tfasc_v1.28729-RA, Tfasc_v1.28782-RA, Tfasc_v1.29249-RA, Tfasc_v1.29310-RA, Tfasc_v1.29600-RA, Tfasc_v1.29611-RA, Tfasc_v1.29612-RA, Tfasc_v1.29628-RA, Tfasc_v1.29635-RA, Tfasc_v1.29693-RA, Tfasc_v1.29723-RA, Tfasc_v1.29754-RA, Tfasc_v1.29771-RA, Tfasc_v1.29920-RA, Tfasc_v1.30096-RA, Tfasc_v1.30330-RA, Tfasc_v1.31228-RA, Tfasc_v1.31230-RA, Tfasc_v1.31821-RA	0.00284
MF	GO:0004674	protein serine/threonine kinase activity	Tfasc_v1.01829-RA, Tfasc_v1.01865-RA, Tfasc_v1.02265-RA, Tfasc_v1.02266-RA, Tfasc_v1.02938-RA, Tfasc_v1.03128-RA, Tfasc_v1.04613-RA, Tfasc_v1.05091-RA, Tfasc_v1.05634-RA, Tfasc_v1.05896-RA, Tfasc_v1.05996-RA, Tfasc_v1.05998-RA, Tfasc_v1.06087-RA, Tfasc_v1.06834-RA, Tfasc_v1.06919-RA, Tfasc_v1.07973-RA, Tfasc_v1.09405-RA, Tfasc_v1.09432-RA, Tfasc_v1.09639-RA, Tfasc_v1.11882-RA, Tfasc_v1.12218-RA, Tfasc_v1.12302-RA, Tfasc_v1.12426-RA, Tfasc_v1.12888-RA, Tfasc_v1.13141-RA, Tfasc_v1.13185-RA, Tfasc_v1.14404-RB, Tfasc_v1.14859-RA, Tfasc_v1.16304-RA, Tfasc_v1.16454-RA, Tfasc_v1.17142-RA, Tfasc_v1.17151-RA, Tfasc_v1.18221-RA, Tfasc_v1.18786-RA, Tfasc_v1.18855-RA, Tfasc_v1.20275-RA, Tfasc_v1.20515-RA, Tfasc_v1.21571-RA, Tfasc_v1.21696-RA, Tfasc_v1.22524-RA, Tfasc_v1.22595-RA, Tfasc_v1.23030-RA, Tfasc_v1.23546-RA, Tfasc_v1.24130-RA, Tfasc_v1.24342-RA, Tfasc_v1.24407-RA, Tfasc_v1.24956-RA, Tfasc_v1.25627-RA, Tfasc_v1.25628-RA, Tfasc_v1.26976-RA, Tfasc_v1.27618-RA, Tfasc_v1.27619-RA, Tfasc_v1.27708-RA, Tfasc_v1.27815-RA, Tfasc_v1.27816-RA, Tfasc_v1.27857-RA, Tfasc_v1.27908-RA, Tfasc_v1.28605-RA, Tfasc_v1.28608-RA, Tfasc_v1.28729-RA, Tfasc_v1.29930-RA, Tfasc_v1.30039-RA, Tfasc_v1.30112-RA, Tfasc_v1.30670-RA, Tfasc_v1.31228-RA, Tfasc_v1.31230-RA, Tfasc_v1.32728-RA	0.00332
MF	GO:0004190	aspartic-type endopeptidase activity	Tfasc_v1.03058-RA, Tfasc_v1.04806-RA, Tfasc_v1.08612-RA, Tfasc_v1.08615-RA, Tfasc_v1.08616-RA, Tfasc_v1.08617-RA, Tfasc_v1.09135-RA, Tfasc_v1.09143-RA, Tfasc_v1.16699-RA, Tfasc_v1.18751-RA, Tfasc_v1.21454-RA, Tfasc_v1.22641-RA, Tfasc_v1.28007-RA, Tfasc_v1.28525-RA	0.00368
MF	GO:0047769	arogenate dehydratase activity	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA, Tfasc_v1.13163-RA	0.00395
MF	GO:0016762	xyloglucan:xyloglucosyl transferase activity	Tfasc_v1.06053-RA, Tfasc_v1.07028-RA, Tfasc_v1.07031-RA, Tfasc_v1.08164-RA, Tfasc_v1.08171-RA, Tfasc_v1.26788-RA	0.00498
MF	GO:0015112	nitrate transmembrane transporter activity	Tfasc_v1.02010-RA, Tfasc_v1.18609-RA, Tfasc_v1.22304-RA	0.00607
MF	GO:0004664	prephenate dehydratase activity	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA, Tfasc_v1.13163-RA	0.00607
MF	GO:0010295	(+)-abscisic acid 8'-hydroxylase activity	Tfasc_v1.05655-RA, Tfasc_v1.28072-RA	0.0075
MF	GO:0046863	ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity	Tfasc_v1.26167-RA, Tfasc_v1.28011-RA	0.0075
MF	GO:0003677	DNA binding	Tfasc_v1.00065-RA, Tfasc_v1.00227-RA, Tfasc_v1.00319-RA, Tfasc_v1.00432-RA, Tfasc_v1.01143-RA, Tfasc_v1.01537-RA, Tfasc_v1.01554-RA, Tfasc_v1.01696-RA, Tfasc_v1.01798-RA, Tfasc_v1.01823-RA, Tfasc_v1.02072-RA, Tfasc_v1.02075-RA, Tfasc_v1.02392-RA, Tfasc_v1.02437-RA, Tfasc_v1.02439-RA, Tfasc_v1.03427-RA, Tfasc_v1.03490-RA, Tfasc_v1.03880-RA, Tfasc_v1.04959-RA, Tfasc_v1.05097-RA, Tfasc_v1.05145-RA, Tfasc_v1.05653-RA, Tfasc_v1.05654-RA, Tfasc_v1.05656-RA, Tfasc_v1.05742-RA, Tfasc_v1.06022-RA, Tfasc_v1.06276-RA, Tfasc_v1.06446-RA, Tfasc_v1.06575-RA, Tfasc_v1.06656-RA, Tfasc_v1.06665-RA, Tfasc_v1.06811-RA, Tfasc_v1.07395-RA, Tfasc_v1.07718-RA, Tfasc_v1.08084-RA, Tfasc_v1.08107-RA, Tfasc_v1.08150-RA, Tfasc_v1.08151-RA, Tfasc_v1.08638-RA, Tfasc_v1.08675-RA, Tfasc_v1.08686-RA, Tfasc_v1.08990-RA, Tfasc_v1.09165-RA, Tfasc_v1.09188-RA, Tfasc_v1.09340-RA, Tfasc_v1.09373-RA, Tfasc_v1.09525-RA, Tfasc_v1.09604-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.10696-RA, Tfasc_v1.10801-RA, Tfasc_v1.10887-RA, Tfasc_v1.10916-RA, Tfasc_v1.11417-RB, Tfasc_v1.11745-RA, Tfasc_v1.12031-RA, Tfasc_v1.12074-RA, Tfasc_v1.12285-RA, Tfasc_v1.12384-RA, Tfasc_v1.12423-RA, Tfasc_v1.12425-RA, Tfasc_v1.13153-RA, Tfasc_v1.14071-RA, Tfasc_v1.14172-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.16050-RA, Tfasc_v1.16253-RA, Tfasc_v1.16790-RA, Tfasc_v1.17114-RA, Tfasc_v1.17356-RA, Tfasc_v1.17359-RA, Tfasc_v1.17367-RA, Tfasc_v1.17549-RA, Tfasc_v1.17913-RA, Tfasc_v1.18645-RA, Tfasc_v1.18646-RA, Tfasc_v1.19302-RA, Tfasc_v1.19305-RA, Tfasc_v1.19918-RA, Tfasc_v1.20141-RA, Tfasc_v1.20175-RA, Tfasc_v1.20435-RA, Tfasc_v1.20438-RA, Tfasc_v1.20660-RA, Tfasc_v1.21098-RA, Tfasc_v1.21767-RA, Tfasc_v1.22185-RA, Tfasc_v1.22892-RA, Tfasc_v1.23092-RA, Tfasc_v1.24082-RA, Tfasc_v1.24176-RA, Tfasc_v1.24182-RA, Tfasc_v1.24401-RA, Tfasc_v1.25013-RA, Tfasc_v1.25151-RA, Tfasc_v1.25269-RA, Tfasc_v1.25298-RA, Tfasc_v1.25311-RA, Tfasc_v1.25807-RA, Tfasc_v1.26062-RA, Tfasc_v1.26645-RA, Tfasc_v1.26791-RA, Tfasc_v1.26823-RA, Tfasc_v1.27354-RA, Tfasc_v1.27740-RA, Tfasc_v1.27912-RB, Tfasc_v1.28016-RA, Tfasc_v1.28196-RB, Tfasc_v1.28478-RA, Tfasc_v1.28725-RA, Tfasc_v1.28936-RA, Tfasc_v1.28996-RA, Tfasc_v1.29583-RA, Tfasc_v1.29595-RA, Tfasc_v1.30068-RA, Tfasc_v1.30183-RA, Tfasc_v1.30572-RA, Tfasc_v1.32018-RA, Tfasc_v1.32247-RA, Tfasc_v1.33320-RA, Tfasc_v1.33700-RA	0.01027
MF	GO:0020037	heme binding	Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.05570-RA, Tfasc_v1.05655-RA, Tfasc_v1.06238-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07573-RA, Tfasc_v1.07798-RA, Tfasc_v1.07806-RA, Tfasc_v1.07807-RA, Tfasc_v1.07808-RA, Tfasc_v1.08668-RA, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.12070-RA, Tfasc_v1.12144-RA, Tfasc_v1.14246-RA, Tfasc_v1.16132-RA, Tfasc_v1.16471-RA, Tfasc_v1.16472-RA, Tfasc_v1.19374-RA, Tfasc_v1.19375-RA, Tfasc_v1.19379-RA, Tfasc_v1.21912-RA, Tfasc_v1.22355-RA, Tfasc_v1.22585-RA, Tfasc_v1.28072-RA, Tfasc_v1.29754-RA	0.01189
MF	GO:0051213	dioxygenase activity	Tfasc_v1.00249-RA, Tfasc_v1.01476-RA, Tfasc_v1.01786-RA, Tfasc_v1.01791-RA, Tfasc_v1.03610-RA, Tfasc_v1.05936-RA, Tfasc_v1.06529-RA, Tfasc_v1.08463-RA, Tfasc_v1.08465-RA, Tfasc_v1.08658-RA, Tfasc_v1.09104-RA, Tfasc_v1.09106-RA, Tfasc_v1.10696-RA, Tfasc_v1.16315-RA, Tfasc_v1.18408-RA, Tfasc_v1.18792-RA, Tfasc_v1.20832-RA, Tfasc_v1.20837-RA, Tfasc_v1.23382-RA, Tfasc_v1.24014-RA, Tfasc_v1.27880-RB	0.01422
MF	GO:0072542	protein phosphatase activator activity	Tfasc_v1.13404-RA, Tfasc_v1.13405-RA, Tfasc_v1.24491-RA	0.01596
MF	GO:0044183	protein folding chaperone	Tfasc_v1.06145-RA, Tfasc_v1.07733-RA, Tfasc_v1.27981-RA, Tfasc_v1.29611-RA	0.01683
MF	GO:0071949	FAD binding	Tfasc_v1.05529-RA, Tfasc_v1.07663-RA, Tfasc_v1.11846-RA, Tfasc_v1.14850-RA, Tfasc_v1.18649-RA, Tfasc_v1.20643-RA, Tfasc_v1.22503-RA, Tfasc_v1.26463-RA	0.01695
MF	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	Tfasc_v1.05145-RA, Tfasc_v1.09525-RA, Tfasc_v1.11745-RA, Tfasc_v1.20660-RA, Tfasc_v1.24176-RA, Tfasc_v1.25013-RA, Tfasc_v1.25311-RA	0.01734
MF	GO:0003951	NAD+ kinase activity	Tfasc_v1.06909-RA, Tfasc_v1.10773-RA, Tfasc_v1.22471-RA, Tfasc_v1.22625-RA	0.01998
MF	GO:0004675	transmembrane receptor protein serine/threonine kinase activity	Tfasc_v1.05896-RA, Tfasc_v1.09432-RA, Tfasc_v1.12218-RA, Tfasc_v1.12888-RA, Tfasc_v1.13185-RA, Tfasc_v1.14404-RB, Tfasc_v1.16454-RA, Tfasc_v1.18221-RA, Tfasc_v1.18786-RA, Tfasc_v1.25627-RA, Tfasc_v1.25628-RA, Tfasc_v1.26976-RA, Tfasc_v1.27618-RA, Tfasc_v1.27619-RA, Tfasc_v1.30670-RA	0.02043
