Category	ID	Term	Genes	adj_pval
MF	GO:0043565	sequence-specific DNA binding	Tfasc_v1.00133-RA, Tfasc_v1.00253-RA, Tfasc_v1.01409-RA, Tfasc_v1.01579-RA, Tfasc_v1.01582-RA, Tfasc_v1.01605-RA, Tfasc_v1.01777-RA, Tfasc_v1.02250-RA, Tfasc_v1.02376-RA, Tfasc_v1.06102-RA, Tfasc_v1.06351-RA, Tfasc_v1.06889-RA, Tfasc_v1.07084-RA, Tfasc_v1.07523-RA, Tfasc_v1.08988-RA, Tfasc_v1.09512-RA, Tfasc_v1.09604-RA, Tfasc_v1.09781-RA, Tfasc_v1.10617-RA, Tfasc_v1.14071-RA, Tfasc_v1.14672-RA, Tfasc_v1.14807-RA, Tfasc_v1.14819-RA, Tfasc_v1.14943-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.16251-RA, Tfasc_v1.16271-RA, Tfasc_v1.20141-RA, Tfasc_v1.20607-RA, Tfasc_v1.21103-RA, Tfasc_v1.21158-RA, Tfasc_v1.21163-RA, Tfasc_v1.22185-RA, Tfasc_v1.23181-RA, Tfasc_v1.24114-RA, Tfasc_v1.24176-RA, Tfasc_v1.24353-RA, Tfasc_v1.24974-RA, Tfasc_v1.25177-RA, Tfasc_v1.27841-RB, Tfasc_v1.27879-RA, Tfasc_v1.28405-RA, Tfasc_v1.30044-RA	3.7e-06
MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Tfasc_v1.02513-RA, Tfasc_v1.03080-RA, Tfasc_v1.03311-RA, Tfasc_v1.04226-RA, Tfasc_v1.04698-RA, Tfasc_v1.05450-RA, Tfasc_v1.05575-RA, Tfasc_v1.06011-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07573-RA, Tfasc_v1.07808-RA, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.12070-RA, Tfasc_v1.12471-RA, Tfasc_v1.15044-RA, Tfasc_v1.16061-RA, Tfasc_v1.16131-RA, Tfasc_v1.16132-RA, Tfasc_v1.16184-RA, Tfasc_v1.16315-RA, Tfasc_v1.17160-RA, Tfasc_v1.17162-RA, Tfasc_v1.17163-RA, Tfasc_v1.17165-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.19929-RA, Tfasc_v1.23675-RA, Tfasc_v1.23678-RA, Tfasc_v1.27705-RA, Tfasc_v1.27878-RA, Tfasc_v1.28072-RA, Tfasc_v1.28182-RA, Tfasc_v1.28377-RA, Tfasc_v1.30923-RA, Tfasc_v1.31035-RA, Tfasc_v1.31036-RA, Tfasc_v1.31205-RA, Tfasc_v1.31207-RA, Tfasc_v1.31471-RA	4.3e-06
MF	GO:0004497	monooxygenase activity	Tfasc_v1.03080-RA, Tfasc_v1.04698-RA, Tfasc_v1.05450-RA, Tfasc_v1.05575-RA, Tfasc_v1.06011-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07573-RA, Tfasc_v1.07808-RA, Tfasc_v1.07969-RA, Tfasc_v1.09438-RA, Tfasc_v1.10443-RA, Tfasc_v1.10455-RA, Tfasc_v1.12070-RA, Tfasc_v1.12471-RA, Tfasc_v1.14231-RA, Tfasc_v1.15044-RA, Tfasc_v1.16061-RA, Tfasc_v1.16131-RA, Tfasc_v1.16132-RA, Tfasc_v1.16184-RA, Tfasc_v1.17160-RA, Tfasc_v1.17162-RA, Tfasc_v1.17163-RA, Tfasc_v1.17165-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.19929-RA, Tfasc_v1.23675-RA, Tfasc_v1.23678-RA, Tfasc_v1.27705-RA, Tfasc_v1.28072-RA, Tfasc_v1.28182-RA, Tfasc_v1.28377-RA, Tfasc_v1.30923-RA, Tfasc_v1.31035-RA, Tfasc_v1.31036-RA, Tfasc_v1.31205-RA, Tfasc_v1.31207-RA, Tfasc_v1.31471-RA	9.3e-06
MF	GO:0022857	transmembrane transporter activity	Tfasc_v1.00332-RA, Tfasc_v1.00336-RA, Tfasc_v1.00345-RA, Tfasc_v1.00554-RA, Tfasc_v1.00620-RA, Tfasc_v1.00773-RA, Tfasc_v1.01163-RA, Tfasc_v1.01365-RA, Tfasc_v1.01392-RA, Tfasc_v1.01915-RA, Tfasc_v1.01954-RA, Tfasc_v1.01957-RA, Tfasc_v1.01960-RA, Tfasc_v1.01999-RA, Tfasc_v1.02010-RA, Tfasc_v1.02144-RA, Tfasc_v1.02358-RA, Tfasc_v1.02994-RA, Tfasc_v1.03137-RA, Tfasc_v1.03326-RA, Tfasc_v1.03869-RA, Tfasc_v1.04210-RA, Tfasc_v1.04261-RA, Tfasc_v1.04551-RA, Tfasc_v1.04552-RA, Tfasc_v1.04706-RA, Tfasc_v1.04709-RA, Tfasc_v1.05130-RA, Tfasc_v1.05924-RA, Tfasc_v1.06516-RA, Tfasc_v1.06722-RA, Tfasc_v1.07435-RA, Tfasc_v1.07651-RA, Tfasc_v1.07708-RA, Tfasc_v1.08116-RA, Tfasc_v1.08816-RA, Tfasc_v1.08998-RA, Tfasc_v1.09420-RA, Tfasc_v1.10598-RA, Tfasc_v1.10599-RA, Tfasc_v1.10834-RA, Tfasc_v1.10848-RA, Tfasc_v1.11254-RA, Tfasc_v1.12133-RA, Tfasc_v1.12137-RA, Tfasc_v1.12527-RA, Tfasc_v1.12528-RA, Tfasc_v1.13683-RA, Tfasc_v1.14188-RA, Tfasc_v1.14256-RA, Tfasc_v1.14790-RA, Tfasc_v1.15730-RA, Tfasc_v1.15812-RA, Tfasc_v1.15938-RA, Tfasc_v1.16095-RA, Tfasc_v1.16316-RA, Tfasc_v1.16317-RA, Tfasc_v1.16694-RA, Tfasc_v1.17391-RA, Tfasc_v1.17472-RA, Tfasc_v1.17626-RA, Tfasc_v1.17674-RA, Tfasc_v1.17680-RA, Tfasc_v1.17702-RA, Tfasc_v1.18336-RA, Tfasc_v1.18343-RA, Tfasc_v1.18509-RA, Tfasc_v1.19392-RA, Tfasc_v1.19709-RA, Tfasc_v1.20025-RA, Tfasc_v1.20119-RA, Tfasc_v1.20354-RA, Tfasc_v1.20765-RA, Tfasc_v1.21495-RA, Tfasc_v1.21503-RA, Tfasc_v1.22083-RA, Tfasc_v1.22265-RA, Tfasc_v1.22304-RA, Tfasc_v1.22405-RA, Tfasc_v1.22664-RA, Tfasc_v1.22984-RA, Tfasc_v1.23297-RB, Tfasc_v1.23735-RA, Tfasc_v1.24464-RA, Tfasc_v1.25175-RA, Tfasc_v1.26778-RA, Tfasc_v1.26858-RA, Tfasc_v1.27486-RA, Tfasc_v1.27635-RA, Tfasc_v1.28079-RA, Tfasc_v1.28082-RA, Tfasc_v1.28214-RA, Tfasc_v1.28863-RA, Tfasc_v1.29515-RA, Tfasc_v1.29725-RA, Tfasc_v1.30148-RA, Tfasc_v1.30160-RA, Tfasc_v1.30353-RA, Tfasc_v1.30820-RA, Tfasc_v1.32708-RA, Tfasc_v1.32711-RA, Tfasc_v1.32712-RA, Tfasc_v1.32717-RA	3.9e-05
MF	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	Tfasc_v1.04698-RA, Tfasc_v1.05450-RA, Tfasc_v1.07808-RA, Tfasc_v1.12070-RA, Tfasc_v1.16184-RA, Tfasc_v1.17160-RA, Tfasc_v1.17162-RA, Tfasc_v1.17163-RA, Tfasc_v1.17165-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.18354-RA, Tfasc_v1.19929-RA, Tfasc_v1.27705-RA, Tfasc_v1.28072-RA, Tfasc_v1.28182-RA, Tfasc_v1.30923-RA, Tfasc_v1.31035-RA, Tfasc_v1.31036-RA, Tfasc_v1.31205-RA	0.00017
MF	GO:0003677	DNA binding	Tfasc_v1.00015-RA, Tfasc_v1.00133-RA, Tfasc_v1.00179-RA, Tfasc_v1.00227-RA, Tfasc_v1.00253-RA, Tfasc_v1.00371-RA, Tfasc_v1.00408-RA, Tfasc_v1.00411-RA, Tfasc_v1.00549-RA, Tfasc_v1.00931-RA, Tfasc_v1.01363-RA, Tfasc_v1.01409-RA, Tfasc_v1.01537-RA, Tfasc_v1.01561-RA, Tfasc_v1.01579-RA, Tfasc_v1.01582-RA, Tfasc_v1.01605-RA, Tfasc_v1.01777-RA, Tfasc_v1.01798-RA, Tfasc_v1.02072-RA, Tfasc_v1.02162-RA, Tfasc_v1.02250-RA, Tfasc_v1.02376-RA, Tfasc_v1.03113-RA, Tfasc_v1.03490-RA, Tfasc_v1.04467-RA, Tfasc_v1.04959-RA, Tfasc_v1.05742-RA, Tfasc_v1.06102-RA, Tfasc_v1.06276-RA, Tfasc_v1.06351-RA, Tfasc_v1.06500-RA, Tfasc_v1.06575-RA, Tfasc_v1.06829-RA, Tfasc_v1.06889-RA, Tfasc_v1.07084-RA, Tfasc_v1.07395-RA, Tfasc_v1.07523-RA, Tfasc_v1.08059-RA, Tfasc_v1.08084-RA, Tfasc_v1.08675-RA, Tfasc_v1.08686-RA, Tfasc_v1.08870-RA, Tfasc_v1.08988-RA, Tfasc_v1.09165-RA, Tfasc_v1.09467-RA, Tfasc_v1.09498-RA, Tfasc_v1.09512-RA, Tfasc_v1.09604-RA, Tfasc_v1.09612-RA, Tfasc_v1.09781-RA, Tfasc_v1.10617-RA, Tfasc_v1.10757-RA, Tfasc_v1.11944-RA, Tfasc_v1.12495-RA, Tfasc_v1.12510-RA, Tfasc_v1.14071-RA, Tfasc_v1.14115-RA, Tfasc_v1.14352-RA, Tfasc_v1.14672-RA, Tfasc_v1.14807-RA, Tfasc_v1.14819-RA, Tfasc_v1.14943-RA, Tfasc_v1.15179-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.15636-RA, Tfasc_v1.16251-RA, Tfasc_v1.16271-RA, Tfasc_v1.16431-RA, Tfasc_v1.17468-RA, Tfasc_v1.18640-RA, Tfasc_v1.19309-RA, Tfasc_v1.19444-RA, Tfasc_v1.19447-RA, Tfasc_v1.20141-RA, Tfasc_v1.20607-RA, Tfasc_v1.21098-RA, Tfasc_v1.21103-RA, Tfasc_v1.21158-RA, Tfasc_v1.21163-RA, Tfasc_v1.21467-RA, Tfasc_v1.21745-RA, Tfasc_v1.22185-RA, Tfasc_v1.22191-RA, Tfasc_v1.22717-RA, Tfasc_v1.23181-RA, Tfasc_v1.24114-RA, Tfasc_v1.24176-RA, Tfasc_v1.24353-RA, Tfasc_v1.24378-RA, Tfasc_v1.24974-RA, Tfasc_v1.25177-RA, Tfasc_v1.26193-RA, Tfasc_v1.27673-RA, Tfasc_v1.27841-RA, Tfasc_v1.27841-RB, Tfasc_v1.27879-RA, Tfasc_v1.28016-RA, Tfasc_v1.28405-RA, Tfasc_v1.28996-RA, Tfasc_v1.29583-RA, Tfasc_v1.29688-RA, Tfasc_v1.29996-RA, Tfasc_v1.30044-RA, Tfasc_v1.30266-RA, Tfasc_v1.30705-RA, Tfasc_v1.32247-RA, Tfasc_v1.32392-RA, Tfasc_v1.32717-RA, Tfasc_v1.32721-RA, Tfasc_v1.32722-RA, Tfasc_v1.33320-RA	0.00052
MF	GO:0008792	arginine decarboxylase activity	Tfasc_v1.01725-RA, Tfasc_v1.01727-RA, Tfasc_v1.01731-RA	0.00151
MF	GO:0045551	cinnamyl-alcohol dehydrogenase activity	Tfasc_v1.03333-RA, Tfasc_v1.06039-RA, Tfasc_v1.26846-RA	0.00151
MF	GO:0042626	ATPase-coupled transmembrane transporter activity	Tfasc_v1.01163-RA, Tfasc_v1.01365-RA, Tfasc_v1.03869-RA, Tfasc_v1.05924-RA, Tfasc_v1.06722-RA, Tfasc_v1.07708-RA, Tfasc_v1.08116-RA, Tfasc_v1.10598-RA, Tfasc_v1.10599-RA, Tfasc_v1.14790-RA, Tfasc_v1.16095-RA, Tfasc_v1.17472-RA, Tfasc_v1.17674-RA, Tfasc_v1.17702-RA, Tfasc_v1.18343-RA, Tfasc_v1.22664-RA, Tfasc_v1.25175-RA, Tfasc_v1.26778-RA	0.0018
MF	GO:0008115	sarcosine oxidase activity	Tfasc_v1.04910-RA, Tfasc_v1.04915-RA	0.00191
MF	GO:0052747	sinapyl alcohol dehydrogenase activity	Tfasc_v1.03333-RA, Tfasc_v1.26846-RA	0.00191
MF	GO:0050113	inositol oxygenase activity	Tfasc_v1.09438-RA, Tfasc_v1.14231-RA	0.00191
MF	GO:0008137	NADH dehydrogenase (ubiquinone) activity	Tfasc_v1.02358-RA, Tfasc_v1.04210-RA, Tfasc_v1.15812-RA, Tfasc_v1.22083-RA, Tfasc_v1.32711-RA, Tfasc_v1.32712-RA	0.00236
MF	GO:0047274	galactinol-sucrose galactosyltransferase activity	Tfasc_v1.08046-RA, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA	0.00256
MF	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	Tfasc_v1.10808-RA, Tfasc_v1.25644-RA, Tfasc_v1.26194-RA, Tfasc_v1.32711-RA	0.00256
MF	GO:0008194	UDP-glycosyltransferase activity	Tfasc_v1.01990-RA, Tfasc_v1.03777-RA, Tfasc_v1.05962-RA, Tfasc_v1.07959-RA, Tfasc_v1.08798-RA, Tfasc_v1.09539-RA, Tfasc_v1.09543-RA, Tfasc_v1.09545-RA, Tfasc_v1.09547-RA, Tfasc_v1.09725-RA, Tfasc_v1.10544-RA, Tfasc_v1.10553-RA, Tfasc_v1.10985-RA, Tfasc_v1.11020-RA, Tfasc_v1.14310-RA, Tfasc_v1.14590-RA, Tfasc_v1.15510-RA, Tfasc_v1.16034-RB, Tfasc_v1.22921-RA, Tfasc_v1.24215-RA, Tfasc_v1.24501-RA, Tfasc_v1.27093-RA, Tfasc_v1.27689-RA, Tfasc_v1.27690-RA, Tfasc_v1.28017-RA, Tfasc_v1.31019-RA	0.00294
MF	GO:0004664	prephenate dehydratase activity	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA, Tfasc_v1.22821-RA	0.00396
MF	GO:0015098	molybdate ion transmembrane transporter activity	Tfasc_v1.17626-RA, Tfasc_v1.21495-RA, Tfasc_v1.21503-RA	0.00396
MF	GO:0048038	quinone binding	Tfasc_v1.02358-RA, Tfasc_v1.04210-RA, Tfasc_v1.15812-RA, Tfasc_v1.21161-RA, Tfasc_v1.32712-RA	0.00433
MF	GO:0010427	abscisic acid binding	Tfasc_v1.14761-RA, Tfasc_v1.27451-RA, Tfasc_v1.27589-RA, Tfasc_v1.27843-RA, Tfasc_v1.29709-RA	0.00485
MF	GO:0003839	gamma-glutamylcyclotransferase activity	Tfasc_v1.07913-RA, Tfasc_v1.16017-RA	0.00557
MF	GO:0090447	glycerol-3-phosphate 2-O-acyltransferase activity	Tfasc_v1.13108-RA, Tfasc_v1.29585-RA, Tfasc_v1.29586-RA	0.00795
MF	GO:0004864	protein phosphatase inhibitor activity	Tfasc_v1.14761-RA, Tfasc_v1.27451-RA, Tfasc_v1.27589-RA, Tfasc_v1.27843-RA, Tfasc_v1.29709-RA	0.01046
MF	GO:0005227	calcium activated cation channel activity	Tfasc_v1.01392-RA, Tfasc_v1.04551-RA, Tfasc_v1.04552-RA	0.01366
MF	GO:0016297	acyl-[acyl-carrier-protein] hydrolase activity	Tfasc_v1.16105-RA, Tfasc_v1.17504-RA	0.01751
MF	GO:0005544	calcium-dependent phospholipid binding	Tfasc_v1.14448-RA, Tfasc_v1.18618-RA, Tfasc_v1.18691-RA	0.02117
MF	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	Tfasc_v1.04551-RA, Tfasc_v1.04552-RA, Tfasc_v1.23134-RA, Tfasc_v1.23462-RA, Tfasc_v1.26193-RA, Tfasc_v1.32717-RA, Tfasc_v1.32721-RA, Tfasc_v1.32722-RA	0.02355
MF	GO:0008289	lipid binding	Tfasc_v1.00036-RA, Tfasc_v1.00398-RA, Tfasc_v1.01537-RA, Tfasc_v1.05502-RA, Tfasc_v1.09404-RA, Tfasc_v1.10930-RA, Tfasc_v1.11507-RA, Tfasc_v1.11764-RA, Tfasc_v1.11765-RA, Tfasc_v1.14448-RA, Tfasc_v1.14761-RA, Tfasc_v1.16034-RB, Tfasc_v1.18618-RA, Tfasc_v1.18691-RA, Tfasc_v1.20310-RA, Tfasc_v1.22817-RA, Tfasc_v1.22908-RA, Tfasc_v1.24974-RA, Tfasc_v1.27451-RA, Tfasc_v1.27589-RA, Tfasc_v1.27843-RA, Tfasc_v1.28033-RA, Tfasc_v1.29709-RA, Tfasc_v1.29741-RA	0.02529
MF	GO:0004556	alpha-amylase activity	Tfasc_v1.08673-RA, Tfasc_v1.08684-RA	0.02551
MF	GO:0004356	glutamate-ammonia ligase activity	Tfasc_v1.19507-RA, Tfasc_v1.28774-RA	0.02551
MF	GO:0047216	inositol 3-alpha-galactosyltransferase activity	Tfasc_v1.27689-RA, Tfasc_v1.27690-RA	0.02551
MF	GO:0005504	fatty acid binding	Tfasc_v1.00036-RA, Tfasc_v1.05502-RA, Tfasc_v1.28033-RA	0.02562
MF	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	Tfasc_v1.17275-RA, Tfasc_v1.29397-RA, Tfasc_v1.30267-RA	0.02562
MF	GO:0008422	beta-glucosidase activity	Tfasc_v1.03091-RA, Tfasc_v1.03094-RA, Tfasc_v1.16008-RA, Tfasc_v1.24963-RA	0.02867
MF	GO:0015250	water channel activity	Tfasc_v1.01960-RA, Tfasc_v1.07651-RA, Tfasc_v1.28863-RA	0.03053
MF	GO:0047769	arogenate dehydratase activity	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA	0.03469
MF	GO:0004106	chorismate mutase activity	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA	0.03469
MF	GO:0010436	carotenoid dioxygenase activity	Tfasc_v1.04408-RA, Tfasc_v1.06465-RA	0.03469
MF	GO:0004467	long-chain fatty acid-CoA ligase activity	Tfasc_v1.07919-RA, Tfasc_v1.14176-RA, Tfasc_v1.26603-RA	0.0359
MF	GO:0016758	hexosyltransferase activity	Tfasc_v1.00030-RA, Tfasc_v1.01990-RA, Tfasc_v1.03777-RA, Tfasc_v1.05658-RA, Tfasc_v1.05661-RA, Tfasc_v1.05962-RA, Tfasc_v1.07028-RA, Tfasc_v1.07959-RA, Tfasc_v1.08046-RA, Tfasc_v1.08162-RA, Tfasc_v1.08164-RA, Tfasc_v1.08798-RA, Tfasc_v1.09539-RA, Tfasc_v1.09543-RA, Tfasc_v1.09545-RA, Tfasc_v1.09685-RA, Tfasc_v1.09725-RA, Tfasc_v1.10544-RA, Tfasc_v1.10553-RA, Tfasc_v1.10985-RA, Tfasc_v1.11020-RA, Tfasc_v1.14310-RA, Tfasc_v1.14590-RA, Tfasc_v1.15510-RA, Tfasc_v1.16034-RB, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.18648-RA, Tfasc_v1.20375-RA, Tfasc_v1.22921-RA, Tfasc_v1.24501-RA, Tfasc_v1.27093-RA, Tfasc_v1.27689-RA, Tfasc_v1.27690-RA, Tfasc_v1.28017-RA, Tfasc_v1.31019-RA	0.03988
MF	GO:0004674	protein serine/threonine kinase activity	Tfasc_v1.00230-RA, Tfasc_v1.01585-RA, Tfasc_v1.01589-RA, Tfasc_v1.01654-RA, Tfasc_v1.02882-RA, Tfasc_v1.03128-RA, Tfasc_v1.03637-RA, Tfasc_v1.03667-RA, Tfasc_v1.03928-RA, Tfasc_v1.04531-RA, Tfasc_v1.05511-RA, Tfasc_v1.06308-RA, Tfasc_v1.06479-RA, Tfasc_v1.06625-RA, Tfasc_v1.06825-RA, Tfasc_v1.09093-RA, Tfasc_v1.09404-RA, Tfasc_v1.09405-RA, Tfasc_v1.09498-RA, Tfasc_v1.09766-RA, Tfasc_v1.10255-RA, Tfasc_v1.10263-RA, Tfasc_v1.10267-RA, Tfasc_v1.14272-RA, Tfasc_v1.14313-RA, Tfasc_v1.16200-RA, Tfasc_v1.16304-RA, Tfasc_v1.16454-RA, Tfasc_v1.17142-RA, Tfasc_v1.20275-RA, Tfasc_v1.20493-RA, Tfasc_v1.21412-RA, Tfasc_v1.22404-RA, Tfasc_v1.22621-RA, Tfasc_v1.23321-RA, Tfasc_v1.24407-RA, Tfasc_v1.27296-RA, Tfasc_v1.27815-RA, Tfasc_v1.27816-RA, Tfasc_v1.27857-RA, Tfasc_v1.28328-RA, Tfasc_v1.28891-RA, Tfasc_v1.28892-RA, Tfasc_v1.29734-RA, Tfasc_v1.29767-RA, Tfasc_v1.32728-RA	0.04015
MF	GO:0038023	signaling receptor activity	Tfasc_v1.06825-RA, Tfasc_v1.09766-RA, Tfasc_v1.14761-RA, Tfasc_v1.16200-RA, Tfasc_v1.16454-RA, Tfasc_v1.22621-RA, Tfasc_v1.25374-RA, Tfasc_v1.27296-RA, Tfasc_v1.27451-RA, Tfasc_v1.27589-RA, Tfasc_v1.27843-RA, Tfasc_v1.28328-RA, Tfasc_v1.29709-RA	0.04074
MF	GO:0004190	aspartic-type endopeptidase activity	Tfasc_v1.02428-RA, Tfasc_v1.03058-RA, Tfasc_v1.08614-RA, Tfasc_v1.08615-RA, Tfasc_v1.08616-RA, Tfasc_v1.08617-RA, Tfasc_v1.08621-RA, Tfasc_v1.09062-RA, Tfasc_v1.13461-RA, Tfasc_v1.24059-RA	0.04155
MF	GO:0019904	protein domain specific binding	Tfasc_v1.09192-RA, Tfasc_v1.10775-RA, Tfasc_v1.11940-RA	0.04171
MF	GO:0015333	peptide:proton symporter activity	Tfasc_v1.00345-RA, Tfasc_v1.08998-RA, Tfasc_v1.14256-RA, Tfasc_v1.18509-RA, Tfasc_v1.30148-RA	0.04211
MF	GO:0005355	glucose transmembrane transporter activity	Tfasc_v1.06516-RA, Tfasc_v1.19709-RA	0.04371
MF	GO:0035198	miRNA binding	Tfasc_v1.20473-RA	0.04376
MF	GO:0004043	L-aminoadipate-semialdehyde dehydrogenase activity	Tfasc_v1.05443-RA	0.04376
MF	GO:0051777	ent-kaurenoate oxidase activity	Tfasc_v1.28182-RA	0.04376
MF	GO:0005364	maltose:proton symporter activity	Tfasc_v1.20354-RA	0.04376
MF	GO:0005353	fructose transmembrane transporter activity	Tfasc_v1.06516-RA	0.04376
MF	GO:0005358	high-affinity glucose:proton symporter activity	Tfasc_v1.19709-RA	0.04376
MF	GO:0018826	methionine gamma-lyase activity	Tfasc_v1.07819-RA	0.04376
MF	GO:0042301	phosphate ion binding	Tfasc_v1.25642-RA	0.04376
MF	GO:0016463	P-type zinc transporter activity	Tfasc_v1.08116-RA	0.04376
MF	GO:0008883	glutamyl-tRNA reductase activity	Tfasc_v1.07740-RA	0.04376
MF	GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	Tfasc_v1.24515-RA	0.04376
MF	GO:0052897	N8-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity	Tfasc_v1.19830-RA	0.04376
MF	GO:0042284	sphingolipid delta-4 desaturase activity	Tfasc_v1.02513-RA	0.04376
MF	GO:0042950	salicin transmembrane transporter activity	Tfasc_v1.20354-RA	0.04376
MF	GO:0010242	oxygen evolving activity	Tfasc_v1.17563-RA	0.04376
MF	GO:0010488	UDP-galactose:N-glycan beta-1,3-galactosyltransferase activity	Tfasc_v1.05962-RA	0.04376
MF	GO:0030410	nicotianamine synthase activity	Tfasc_v1.01581-RA	0.04376
MF	GO:0047936	glucose 1-dehydrogenase [NAD(P)] activity	Tfasc_v1.06411-RA	0.04376
MF	GO:0016768	spermine synthase activity	Tfasc_v1.14175-RA	0.04376
MF	GO:0015112	nitrate transmembrane transporter activity	Tfasc_v1.02010-RA, Tfasc_v1.22304-RA	0.04493
MF	GO:0015369	calcium:proton antiporter activity	Tfasc_v1.14188-RA, Tfasc_v1.16694-RA	0.04493
MF	GO:0004602	glutathione peroxidase activity	Tfasc_v1.17265-RA, Tfasc_v1.19575-RA	0.04493
MF	GO:0016788	hydrolase activity, acting on ester bonds	Tfasc_v1.01537-RA, Tfasc_v1.04544-RA, Tfasc_v1.06402-RA, Tfasc_v1.06558-RA, Tfasc_v1.06800-RA, Tfasc_v1.08823-RA, Tfasc_v1.08893-RA, Tfasc_v1.09612-RA, Tfasc_v1.09638-RA, Tfasc_v1.13108-RA, Tfasc_v1.13972-RA, Tfasc_v1.15608-RA, Tfasc_v1.15824-RA, Tfasc_v1.16105-RA, Tfasc_v1.16130-RA, Tfasc_v1.16341-RA, Tfasc_v1.16345-RA, Tfasc_v1.17504-RA, Tfasc_v1.18421-RA, Tfasc_v1.18821-RA, Tfasc_v1.19495-RA, Tfasc_v1.20070-RA, Tfasc_v1.21239-RA, Tfasc_v1.21270-RA, Tfasc_v1.22821-RA, Tfasc_v1.23059-RA, Tfasc_v1.23191-RA, Tfasc_v1.24095-RA, Tfasc_v1.24146-RA, Tfasc_v1.24253-RA, Tfasc_v1.26124-RA, Tfasc_v1.27376-RA, Tfasc_v1.27615-RA, Tfasc_v1.29585-RA, Tfasc_v1.29586-RA, Tfasc_v1.29633-RA	0.04524
CC	GO:0009523	photosystem II	Tfasc_v1.01263-RA, Tfasc_v1.04301-RA, Tfasc_v1.05868-RA, Tfasc_v1.05971-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.10808-RA, Tfasc_v1.11918-RA, Tfasc_v1.13901-RA, Tfasc_v1.15013-RA, Tfasc_v1.15015-RA, Tfasc_v1.15053-RA, Tfasc_v1.15064-RA, Tfasc_v1.17563-RA, Tfasc_v1.18796-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.25642-RA, Tfasc_v1.25644-RA, Tfasc_v1.25753-RA, Tfasc_v1.26620-RA, Tfasc_v1.31780-RA, Tfasc_v1.32711-RA	1.9e-17
CC	GO:0009522	photosystem I	Tfasc_v1.02358-RA, Tfasc_v1.04301-RA, Tfasc_v1.05868-RA, Tfasc_v1.05971-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.11896-RA, Tfasc_v1.11940-RA, Tfasc_v1.15053-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.24409-RA, Tfasc_v1.25753-RA, Tfasc_v1.29968-RA, Tfasc_v1.30578-RA, Tfasc_v1.31345-RA, Tfasc_v1.31780-RA, Tfasc_v1.32700-RA, Tfasc_v1.32707-RA, Tfasc_v1.32723-RA, Tfasc_v1.32725-RA	7e-16
