Category	ID	Term	Genes	adj_pval
BP	GO:0034605	cellular response to heat	Tfasc_v1.03304-RA, Tfasc_v1.05653-RA, Tfasc_v1.05654-RA, Tfasc_v1.11745-RA, Tfasc_v1.28263-RA	0.03713
BP	GO:0032502	developmental process	Tfasc_v1.00808-RA, Tfasc_v1.01143-RA, Tfasc_v1.01361-RA, Tfasc_v1.01717-RA, Tfasc_v1.02158-RA, Tfasc_v1.02300-RA, Tfasc_v1.02437-RA, Tfasc_v1.02439-RA, Tfasc_v1.02516-RA, Tfasc_v1.03342-RA, Tfasc_v1.03595-RA, Tfasc_v1.04702-RA, Tfasc_v1.05521-RA, Tfasc_v1.05655-RA, Tfasc_v1.06177-RA, Tfasc_v1.06266-RA, Tfasc_v1.07592-RA, Tfasc_v1.08084-RA, Tfasc_v1.08778-RA, Tfasc_v1.09332-RA, Tfasc_v1.09614-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.11891-RA, Tfasc_v1.13105-RA, Tfasc_v1.13106-RA, Tfasc_v1.13153-RA, Tfasc_v1.13197-RA, Tfasc_v1.13975-RA, Tfasc_v1.14158-RA, Tfasc_v1.14652-RA, Tfasc_v1.14912-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.15597-RA, Tfasc_v1.16050-RA, Tfasc_v1.16233-RA, Tfasc_v1.17211-RA, Tfasc_v1.17224-RA, Tfasc_v1.17350-RA, Tfasc_v1.17458-RA, Tfasc_v1.17934-RA, Tfasc_v1.20275-RA, Tfasc_v1.20467-RA, Tfasc_v1.21703-RB, Tfasc_v1.22225-RA, Tfasc_v1.22392-RA, Tfasc_v1.22437-RA, Tfasc_v1.22497-RA, Tfasc_v1.22605-RA, Tfasc_v1.22656-RA, Tfasc_v1.23676-RA, Tfasc_v1.23678-RA, Tfasc_v1.24082-RA, Tfasc_v1.25807-RA, Tfasc_v1.26628-RA, Tfasc_v1.26823-RA, Tfasc_v1.27908-RA, Tfasc_v1.28221-RA, Tfasc_v1.28886-RA, Tfasc_v1.29539-RA, Tfasc_v1.29603-RA, Tfasc_v1.29754-RA	0.03834
BP	GO:0009644	response to high light intensity	Tfasc_v1.05902-RA, Tfasc_v1.05905-RA, Tfasc_v1.08891-RA, Tfasc_v1.09192-RA, Tfasc_v1.10775-RA, Tfasc_v1.21651-RA	0.04121
BP	GO:0009723	response to ethylene	Tfasc_v1.02968-RA, Tfasc_v1.03490-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.17224-RA, Tfasc_v1.25269-RA, Tfasc_v1.26823-RA	0.04171
BP	GO:0015689	molybdate ion transport	Tfasc_v1.17626-RA, Tfasc_v1.21495-RA, Tfasc_v1.21503-RA	0.04328
BP	GO:0010112	regulation of systemic acquired resistance	Tfasc_v1.16205-RA, Tfasc_v1.16790-RA	0.04338
BP	GO:0009737	response to abscisic acid	Tfasc_v1.02215-RA, Tfasc_v1.04427-RA, Tfasc_v1.04613-RA, Tfasc_v1.07592-RA, Tfasc_v1.09614-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.10775-RA, Tfasc_v1.16372-RA, Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.17140-RA, Tfasc_v1.20275-RA, Tfasc_v1.22392-RA, Tfasc_v1.25269-RA, Tfasc_v1.25374-RA, Tfasc_v1.29603-RA, Tfasc_v1.30039-RA	0.04639
BP	GO:0009809	lignin biosynthetic process	Tfasc_v1.07798-RA, Tfasc_v1.08778-RA, Tfasc_v1.09717-RA	0.04868
BP	GO:0019722	calcium-mediated signaling	Tfasc_v1.20468-RA, Tfasc_v1.21767-RA, Tfasc_v1.26569-RA	0.04868
BP	GO:0010466	negative regulation of peptidase activity	Tfasc_v1.03236-RA, Tfasc_v1.12190-RA, Tfasc_v1.12201-RA, Tfasc_v1.21873-RA	0.04928
BP	GO:0080050	regulation of seed development	Tfasc_v1.08084-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA	0.0493
BP	GO:0080027	response to herbivore	Tfasc_v1.16205-RA	0.0494
BP	GO:0009769	photosynthesis, light harvesting in photosystem II	Tfasc_v1.10775-RA	0.0494
BP	GO:1902065	response to L-glutamate	Tfasc_v1.27908-RA	0.0494
BP	GO:0097548	seed abscission	Tfasc_v1.08084-RA	0.0494
BP	GO:0030418	nicotianamine biosynthetic process	Tfasc_v1.01581-RA	0.0494
BP	GO:0010378	temperature compensation of the circadian clock	Tfasc_v1.14652-RA	0.0494
BP	GO:0019544	arginine catabolic process to glutamate	Tfasc_v1.04427-RA	0.0494
BP	GO:0010325	raffinose family oligosaccharide biosynthetic process	Tfasc_v1.00808-RA	0.0494
BP	GO:0010583	response to cyclopentenone	Tfasc_v1.27591-RA	0.0494
BP	GO:0006593	ornithine catabolic process	Tfasc_v1.04427-RA	0.0494
BP	GO:0040010	positive regulation of growth rate	Tfasc_v1.17458-RA	0.0494
BP	GO:0010438	cellular response to sulfur starvation	Tfasc_v1.04249-RA	0.0494
BP	GO:0010439	regulation of glucosinolate biosynthetic process	Tfasc_v1.04249-RA	0.0494
BP	GO:0090414	molybdate ion export from vacuole	Tfasc_v1.17626-RA	0.0494
BP	GO:0001714	endodermal cell fate specification	Tfasc_v1.01143-RA	0.0494
BP	GO:0009413	response to flooding	Tfasc_v1.04427-RA	0.0494
BP	GO:0010157	response to chlorate	Tfasc_v1.06266-RA	0.0494
BP	GO:0010121	arginine catabolic process to proline via ornithine	Tfasc_v1.04427-RA	0.0494
BP	GO:0048457	floral whorl morphogenesis	Tfasc_v1.29539-RA	0.0494
BP	GO:0060860	regulation of floral organ abscission	Tfasc_v1.08084-RA	0.0494
BP	GO:0010076	maintenance of floral meristem identity	Tfasc_v1.29539-RA	0.0494
BP	GO:2001007	negative regulation of cellulose biosynthetic process	Tfasc_v1.13975-RA	0.0494
BP	GO:0080148	negative regulation of response to water deprivation	Tfasc_v1.25807-RA	0.0494
BP	GO:0080136	priming of cellular response to stress	Tfasc_v1.27908-RA	0.0494
BP	GO:0010960	magnesium ion homeostasis	Tfasc_v1.11639-RA	0.0494
BP	GO:0046475	glycerophospholipid catabolic process	Tfasc_v1.30672-RA	0.0494
MF	GO:0003700	DNA-binding transcription factor activity	Tfasc_v1.01143-RA, Tfasc_v1.01696-RA, Tfasc_v1.02053-RA, Tfasc_v1.02437-RA, Tfasc_v1.02439-RA, Tfasc_v1.03490-RA, Tfasc_v1.03880-RA, Tfasc_v1.04718-RA, Tfasc_v1.04959-RA, Tfasc_v1.05048-RA, Tfasc_v1.05143-RA, Tfasc_v1.05653-RA, Tfasc_v1.06177-RA, Tfasc_v1.08084-RA, Tfasc_v1.08150-RA, Tfasc_v1.09505-RA, Tfasc_v1.09604-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.10801-RA, Tfasc_v1.10887-RA, Tfasc_v1.10916-RA, Tfasc_v1.11745-RA, Tfasc_v1.12110-RA, Tfasc_v1.12111-RA, Tfasc_v1.12384-RA, Tfasc_v1.13153-RA, Tfasc_v1.13645-RA, Tfasc_v1.14172-RA, Tfasc_v1.14452-RA, Tfasc_v1.16050-RA, Tfasc_v1.16160-RA, Tfasc_v1.16266-RA, Tfasc_v1.16790-RA, Tfasc_v1.18392-RA, Tfasc_v1.20175-RA, Tfasc_v1.20435-RA, Tfasc_v1.20438-RA, Tfasc_v1.21098-RA, Tfasc_v1.21103-RA, Tfasc_v1.21767-RA, Tfasc_v1.22107-RA, Tfasc_v1.22185-RA, Tfasc_v1.22656-RA, Tfasc_v1.22842-RA, Tfasc_v1.22892-RA, Tfasc_v1.24013-RA, Tfasc_v1.24082-RA, Tfasc_v1.24182-RA, Tfasc_v1.25013-RA, Tfasc_v1.25158-RA, Tfasc_v1.25269-RA, Tfasc_v1.25311-RA, Tfasc_v1.25425-RA, Tfasc_v1.26645-RA, Tfasc_v1.26791-RA, Tfasc_v1.26823-RA, Tfasc_v1.27740-RA, Tfasc_v1.27793-RA, Tfasc_v1.27800-RA, Tfasc_v1.27879-RA, Tfasc_v1.28196-RB, Tfasc_v1.28537-RA, Tfasc_v1.29539-RA, Tfasc_v1.30572-RA, Tfasc_v1.32018-RA, Tfasc_v1.33700-RA	6.7e-10
MF	GO:0016168	chlorophyll binding	Tfasc_v1.04301-RA, Tfasc_v1.05868-RA, Tfasc_v1.05971-RA, Tfasc_v1.09192-RA, Tfasc_v1.09764-RA, Tfasc_v1.10775-RA, Tfasc_v1.10778-RA, Tfasc_v1.15053-RA, Tfasc_v1.22502-RA, Tfasc_v1.24065-RA, Tfasc_v1.25753-RA	2.8e-08
MF	GO:0043565	sequence-specific DNA binding	Tfasc_v1.01143-RA, Tfasc_v1.02437-RA, Tfasc_v1.02439-RA, Tfasc_v1.03127-RA, Tfasc_v1.04718-RA, Tfasc_v1.05653-RA, Tfasc_v1.05654-RA, Tfasc_v1.05978-RA, Tfasc_v1.08150-RA, Tfasc_v1.09340-RA, Tfasc_v1.09604-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.10801-RA, Tfasc_v1.11745-RA, Tfasc_v1.12110-RA, Tfasc_v1.12111-RA, Tfasc_v1.12384-RA, Tfasc_v1.13153-RA, Tfasc_v1.13645-RA, Tfasc_v1.14071-RA, Tfasc_v1.14172-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.15727-RA, Tfasc_v1.16160-RA, Tfasc_v1.16790-RA, Tfasc_v1.18392-RA, Tfasc_v1.18785-RA, Tfasc_v1.21103-RA, Tfasc_v1.21767-RA, Tfasc_v1.22185-RA, Tfasc_v1.22392-RA, Tfasc_v1.22656-RA, Tfasc_v1.22842-RA, Tfasc_v1.22892-RA, Tfasc_v1.24013-RA, Tfasc_v1.24082-RA, Tfasc_v1.24182-RA, Tfasc_v1.25013-RA, Tfasc_v1.25269-RA, Tfasc_v1.25311-RA, Tfasc_v1.26645-RA, Tfasc_v1.26791-RA, Tfasc_v1.27793-RA, Tfasc_v1.27879-RA, Tfasc_v1.28196-RB, Tfasc_v1.29539-RA, Tfasc_v1.32018-RA, Tfasc_v1.32620-RA	1.8e-06
MF	GO:0080043	quercetin 3-O-glucosyltransferase activity	Tfasc_v1.08788-RA, Tfasc_v1.08795-RA, Tfasc_v1.08797-RA, Tfasc_v1.14631-RA, Tfasc_v1.14633-RA, Tfasc_v1.14635-RA, Tfasc_v1.14637-RA, Tfasc_v1.16112-RA	6.6e-06
MF	GO:0080044	quercetin 7-O-glucosyltransferase activity	Tfasc_v1.08788-RA, Tfasc_v1.08795-RA, Tfasc_v1.08797-RA, Tfasc_v1.14631-RA, Tfasc_v1.14633-RA, Tfasc_v1.14635-RA, Tfasc_v1.14637-RA, Tfasc_v1.16112-RA	6.6e-06
MF	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	Tfasc_v1.00110-RA, Tfasc_v1.02216-RA, Tfasc_v1.02609-RA, Tfasc_v1.04570-RA, Tfasc_v1.05063-RA, Tfasc_v1.05065-RA, Tfasc_v1.05069-RA, Tfasc_v1.05486-RA, Tfasc_v1.05895-RA, Tfasc_v1.05897-RA, Tfasc_v1.07979-RA, Tfasc_v1.07980-RA, Tfasc_v1.07981-RA, Tfasc_v1.07983-RA, Tfasc_v1.09600-RA, Tfasc_v1.11282-RA, Tfasc_v1.12042-RA, Tfasc_v1.12345-RA, Tfasc_v1.12369-RA, Tfasc_v1.13105-RA, Tfasc_v1.13106-RA, Tfasc_v1.13110-RA, Tfasc_v1.13992-RA, Tfasc_v1.14183-RA, Tfasc_v1.14893-RA, Tfasc_v1.17224-RA, Tfasc_v1.17456-RA, Tfasc_v1.17457-RA, Tfasc_v1.18861-RA, Tfasc_v1.19538-RA, Tfasc_v1.19945-RA, Tfasc_v1.22363-RA, Tfasc_v1.22918-RA, Tfasc_v1.22935-RA, Tfasc_v1.26057-RA, Tfasc_v1.26059-RA, Tfasc_v1.28087-RA, Tfasc_v1.28886-RA	4.4e-05
MF	GO:0005506	iron ion binding	Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.05024-RA, Tfasc_v1.05655-RA, Tfasc_v1.06237-RA, Tfasc_v1.06238-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07592-RA, Tfasc_v1.07798-RA, Tfasc_v1.07807-RA, Tfasc_v1.07808-RA, Tfasc_v1.09171-RA, Tfasc_v1.10919-RA, Tfasc_v1.12365-RA, Tfasc_v1.14231-RA, Tfasc_v1.16132-RA, Tfasc_v1.16471-RA, Tfasc_v1.16472-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.19374-RA, Tfasc_v1.19375-RA, Tfasc_v1.19379-RA, Tfasc_v1.21912-RA, Tfasc_v1.22323-RA, Tfasc_v1.23037-RA, Tfasc_v1.23676-RA, Tfasc_v1.23678-RA, Tfasc_v1.28072-RA, Tfasc_v1.29754-RA	9.2e-05
MF	GO:0020037	heme binding	Tfasc_v1.01796-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.05655-RA, Tfasc_v1.06237-RA, Tfasc_v1.06238-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07798-RA, Tfasc_v1.07807-RA, Tfasc_v1.07808-RA, Tfasc_v1.08668-RA, Tfasc_v1.08778-RA, Tfasc_v1.09171-RA, Tfasc_v1.10919-RA, Tfasc_v1.12144-RA, Tfasc_v1.16132-RA, Tfasc_v1.16471-RA, Tfasc_v1.16472-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.19374-RA, Tfasc_v1.19375-RA, Tfasc_v1.19379-RA, Tfasc_v1.21912-RA, Tfasc_v1.22323-RA, Tfasc_v1.22585-RA, Tfasc_v1.23628-RA, Tfasc_v1.23629-RA, Tfasc_v1.23676-RA, Tfasc_v1.23678-RA, Tfasc_v1.28072-RA, Tfasc_v1.29656-RA, Tfasc_v1.29754-RA	0.00016
MF	GO:0004867	serine-type endopeptidase inhibitor activity	Tfasc_v1.03231-RA, Tfasc_v1.03235-RA, Tfasc_v1.03236-RA, Tfasc_v1.12190-RA, Tfasc_v1.12201-RA	0.00034
MF	GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity	Tfasc_v1.18705-RA, Tfasc_v1.18707-RA, Tfasc_v1.29628-RA	0.00042
MF	GO:0003935	GTP cyclohydrolase II activity	Tfasc_v1.18705-RA, Tfasc_v1.18707-RA, Tfasc_v1.29628-RA	0.00042
MF	GO:0016298	lipase activity	Tfasc_v1.01343-RA, Tfasc_v1.01361-RA, Tfasc_v1.01537-RA, Tfasc_v1.02082-RA, Tfasc_v1.02374-RA, Tfasc_v1.04452-RA, Tfasc_v1.09636-RA, Tfasc_v1.09637-RA, Tfasc_v1.11891-RA, Tfasc_v1.16079-RA, Tfasc_v1.16838-RA, Tfasc_v1.18246-RA, Tfasc_v1.20239-RA, Tfasc_v1.23588-RA, Tfasc_v1.23589-RA, Tfasc_v1.24223-RA, Tfasc_v1.27666-RA	5e-04
MF	GO:0008970	phospholipase A1 activity	Tfasc_v1.01343-RA, Tfasc_v1.09636-RA, Tfasc_v1.11891-RA, Tfasc_v1.24223-RA	0.00129
MF	GO:0035673	oligopeptide transmembrane transporter activity	Tfasc_v1.00748-RA, Tfasc_v1.02223-RA, Tfasc_v1.08937-RA, Tfasc_v1.18257-RA, Tfasc_v1.18508-RA, Tfasc_v1.24151-RA, Tfasc_v1.24158-RA, Tfasc_v1.28388-RA	0.00155
MF	GO:0004059	aralkylamine N-acetyltransferase activity	Tfasc_v1.26057-RA, Tfasc_v1.26059-RA	0.00227
MF	GO:0015115	silicate transmembrane transporter activity	Tfasc_v1.05951-RA, Tfasc_v1.18652-RA	0.00227
MF	GO:0047172	shikimate O-hydroxycinnamoyltransferase activity	Tfasc_v1.05069-RA, Tfasc_v1.07983-RA	0.00227
MF	GO:0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	Tfasc_v1.26057-RA, Tfasc_v1.26059-RA	0.00227
MF	GO:0005509	calcium ion binding	Tfasc_v1.00232-RA, Tfasc_v1.00384-RA, Tfasc_v1.01379-RA, Tfasc_v1.01405-RA, Tfasc_v1.02266-RA, Tfasc_v1.02938-RA, Tfasc_v1.03194-RA, Tfasc_v1.03334-RA, Tfasc_v1.04944-RA, Tfasc_v1.05672-RA, Tfasc_v1.05969-RA, Tfasc_v1.07891-RA, Tfasc_v1.09247-RA, Tfasc_v1.09422-RA, Tfasc_v1.10944-RA, Tfasc_v1.12347-RA, Tfasc_v1.14448-RA, Tfasc_v1.14996-RA, Tfasc_v1.20468-RA, Tfasc_v1.24958-RA, Tfasc_v1.25853-RA, Tfasc_v1.27431-RA, Tfasc_v1.27669-RA, Tfasc_v1.27702-RA, Tfasc_v1.27794-RA, Tfasc_v1.29439-RA, Tfasc_v1.30270-RA	0.003
MF	GO:0047769	arogenate dehydratase activity	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA, Tfasc_v1.13163-RA	0.00326
MF	GO:0047274	galactinol-sucrose galactosyltransferase activity	Tfasc_v1.17135-RA, Tfasc_v1.17137-RA, Tfasc_v1.17140-RA	0.00326
MF	GO:0015248	sterol transporter activity	Tfasc_v1.06714-RA, Tfasc_v1.08121-RA, Tfasc_v1.22331-RA	0.00326
MF	GO:0005544	calcium-dependent phospholipid binding	Tfasc_v1.01379-RA, Tfasc_v1.14333-RA, Tfasc_v1.14448-RA, Tfasc_v1.18504-RA	0.00349
MF	GO:0016762	xyloglucan:xyloglucosyl transferase activity	Tfasc_v1.07028-RA, Tfasc_v1.07031-RA, Tfasc_v1.08164-RA, Tfasc_v1.08171-RA, Tfasc_v1.10824-RA, Tfasc_v1.26788-RA	0.00359
MF	GO:0047372	acylglycerol lipase activity	Tfasc_v1.02374-RA, Tfasc_v1.18246-RA, Tfasc_v1.20239-RA	0.00504
MF	GO:0004664	prephenate dehydratase activity	Tfasc_v1.07026-RA, Tfasc_v1.07027-RA, Tfasc_v1.13163-RA	0.00504
MF	GO:0015098	molybdate ion transmembrane transporter activity	Tfasc_v1.17626-RA, Tfasc_v1.21495-RA, Tfasc_v1.21503-RA	0.00504
MF	GO:0051082	unfolded protein binding	Tfasc_v1.00027-RA, Tfasc_v1.03304-RA, Tfasc_v1.04954-RA, Tfasc_v1.06266-RA, Tfasc_v1.11863-RA, Tfasc_v1.16168-RA, Tfasc_v1.17195-RA, Tfasc_v1.18295-RA, Tfasc_v1.27981-RA, Tfasc_v1.28263-RA, Tfasc_v1.29607-RA, Tfasc_v1.29611-RA, Tfasc_v1.30187-RA	0.00543
MF	GO:0003677	DNA binding	Tfasc_v1.00065-RA, Tfasc_v1.00078-RA, Tfasc_v1.00227-RA, Tfasc_v1.00408-RA, Tfasc_v1.01143-RA, Tfasc_v1.01363-RA, Tfasc_v1.01537-RA, Tfasc_v1.01696-RA, Tfasc_v1.01798-RA, Tfasc_v1.01823-RA, Tfasc_v1.02053-RA, Tfasc_v1.02437-RA, Tfasc_v1.02439-RA, Tfasc_v1.03127-RA, Tfasc_v1.03140-RA, Tfasc_v1.03490-RA, Tfasc_v1.03880-RA, Tfasc_v1.04718-RA, Tfasc_v1.04959-RA, Tfasc_v1.05048-RA, Tfasc_v1.05143-RA, Tfasc_v1.05653-RA, Tfasc_v1.05654-RA, Tfasc_v1.05742-RA, Tfasc_v1.05978-RA, Tfasc_v1.06276-RA, Tfasc_v1.06811-RA, Tfasc_v1.07395-RA, Tfasc_v1.08084-RA, Tfasc_v1.08107-RA, Tfasc_v1.08150-RA, Tfasc_v1.08151-RA, Tfasc_v1.08990-RA, Tfasc_v1.09165-RA, Tfasc_v1.09340-RA, Tfasc_v1.09604-RA, Tfasc_v1.09658-RA, Tfasc_v1.09668-RA, Tfasc_v1.09749-RA, Tfasc_v1.10757-RA, Tfasc_v1.10801-RA, Tfasc_v1.10868-RA, Tfasc_v1.10887-RA, Tfasc_v1.10916-RA, Tfasc_v1.11417-RB, Tfasc_v1.11745-RA, Tfasc_v1.12110-RA, Tfasc_v1.12111-RA, Tfasc_v1.12310-RA, Tfasc_v1.12384-RA, Tfasc_v1.12425-RA, Tfasc_v1.12494-RA, Tfasc_v1.12495-RA, Tfasc_v1.13153-RA, Tfasc_v1.13645-RA, Tfasc_v1.14071-RA, Tfasc_v1.14158-RA, Tfasc_v1.14172-RA, Tfasc_v1.14352-RA, Tfasc_v1.15453-RA, Tfasc_v1.15454-RA, Tfasc_v1.15636-RA, Tfasc_v1.15727-RA, Tfasc_v1.16050-RA, Tfasc_v1.16160-RA, Tfasc_v1.16253-RA, Tfasc_v1.16266-RA, Tfasc_v1.16482-RA, Tfasc_v1.16790-RA, Tfasc_v1.17057-RA, Tfasc_v1.17114-RA, Tfasc_v1.17356-RA, Tfasc_v1.17359-RA, Tfasc_v1.17934-RA, Tfasc_v1.18392-RA, Tfasc_v1.18785-RA, Tfasc_v1.19302-RA, Tfasc_v1.19305-RA, Tfasc_v1.20175-RA, Tfasc_v1.20435-RA, Tfasc_v1.20438-RA, Tfasc_v1.21098-RA, Tfasc_v1.21103-RA, Tfasc_v1.21500-RA, Tfasc_v1.21508-RA, Tfasc_v1.21767-RA, Tfasc_v1.22185-RA, Tfasc_v1.22392-RA, Tfasc_v1.22605-RA, Tfasc_v1.22656-RA, Tfasc_v1.22842-RA, Tfasc_v1.22892-RA, Tfasc_v1.23001-RA, Tfasc_v1.23015-RA, Tfasc_v1.24013-RA, Tfasc_v1.24082-RA, Tfasc_v1.24182-RA, Tfasc_v1.25013-RA, Tfasc_v1.25269-RA, Tfasc_v1.25311-RA, Tfasc_v1.25425-RA, Tfasc_v1.25807-RA, Tfasc_v1.26645-RA, Tfasc_v1.26791-RA, Tfasc_v1.26823-RA, Tfasc_v1.27354-RA, Tfasc_v1.27740-RA, Tfasc_v1.27753-RA, Tfasc_v1.27793-RA, Tfasc_v1.27879-RA, Tfasc_v1.28196-RB, Tfasc_v1.28725-RA, Tfasc_v1.29539-RA, Tfasc_v1.29583-RA, Tfasc_v1.30068-RA, Tfasc_v1.30183-RA, Tfasc_v1.30572-RA, Tfasc_v1.32018-RA, Tfasc_v1.32620-RA, Tfasc_v1.33320-RA, Tfasc_v1.33700-RA	0.00577
MF	GO:0010295	(+)-abscisic acid 8'-hydroxylase activity	Tfasc_v1.05655-RA, Tfasc_v1.28072-RA	0.00658
MF	GO:0034338	short-chain carboxylesterase activity	Tfasc_v1.02374-RA, Tfasc_v1.18246-RA	0.00658
MF	GO:0032934	sterol binding	Tfasc_v1.06714-RA, Tfasc_v1.08121-RA, Tfasc_v1.22331-RA	0.00729
MF	GO:0005345	purine nucleobase transmembrane transporter activity	Tfasc_v1.00351-RA, Tfasc_v1.27814-RA	0.01275
MF	GO:0072542	protein phosphatase activator activity	Tfasc_v1.13404-RA, Tfasc_v1.13405-RA, Tfasc_v1.24491-RA	0.01333
MF	GO:0015333	peptide:proton symporter activity	Tfasc_v1.00748-RA, Tfasc_v1.08937-RA, Tfasc_v1.18257-RA, Tfasc_v1.18508-RA, Tfasc_v1.24151-RA, Tfasc_v1.24158-RA	0.01729
MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Tfasc_v1.03610-RA, Tfasc_v1.03728-RA, Tfasc_v1.03737-RA, Tfasc_v1.04698-RA, Tfasc_v1.04702-RA, Tfasc_v1.05655-RA, Tfasc_v1.06237-RA, Tfasc_v1.06238-RA, Tfasc_v1.07558-RA, Tfasc_v1.07562-RA, Tfasc_v1.07798-RA, Tfasc_v1.07807-RA, Tfasc_v1.07808-RA, Tfasc_v1.08658-RA, Tfasc_v1.09171-RA, Tfasc_v1.10919-RA, Tfasc_v1.16132-RA, Tfasc_v1.16315-RA, Tfasc_v1.16471-RA, Tfasc_v1.16472-RA, Tfasc_v1.17173-RA, Tfasc_v1.17175-RA, Tfasc_v1.17458-RA, Tfasc_v1.19374-RA, Tfasc_v1.19375-RA, Tfasc_v1.19379-RA, Tfasc_v1.21912-RA, Tfasc_v1.22323-RA, Tfasc_v1.23676-RA, Tfasc_v1.23678-RA, Tfasc_v1.27705-RA, Tfasc_v1.28072-RA, Tfasc_v1.29754-RA	0.01774
MF	GO:0005200	structural constituent of cytoskeleton	Tfasc_v1.01985-RA, Tfasc_v1.04534-RA, Tfasc_v1.08865-RA, Tfasc_v1.11971-RA	0.01884
